sampleID,ALG14,GPNMB,DNAJA3,DNAJC11,AKAP12,EARS2,KLF6,VIM,CD55,DYNC1H1,FN1,KDSR,SEC23IP,MCCC2,PRDX5,KLHL8,TMBIM4,EARS2.1,KCNK1,KCNK1.1,ANXA2,SPP1,ALCAM,PAFAH1B2,ARHGEF10L,PARK7,NDRG1,SPARC,PLOD1,CTSB,CTSB.1,VCL,VCL.1,CD59,CD59.1,CD59.2,ANXA1,GPNMB.1,BHLHE40,BHLHE40.1,HTRA1,BGN,BGN.1,CYR61,VIM.1,PODXL,ANXA2.1,TIMP1,CD55.1,CD55.2,PLK2,ALCAM.1,ALCAM.2,LDLR,LDLR.1,PAM,KDSR.1,PPP3CA,PPP3CA.1,PPP3CA.2,TRIB2,TRIB2.1,RBM15B,NDUFB7,DDIT4,LSM5,LSM5.1,ZMPSTE24,FHL2,MYO1E,THBS2,APOE,APOE.1,SAT1,STX7,TPBG,PLCB4,PLCB4.1,CPT2,CPT2.1,FOLR1,GEM,BID,VCAN,VCAN.1,KCNK1.2,KCNK1.3,CCDC6,PRKAR2A,PRKAR2A.1,MAFF,ABHD2,DLEU1,DNAJA3.1,TRIM25,P4HA1,GADD45B,DUSP6,DUSP6.1,DUSP6.2,NADK,NADK.1,NADK.2,KLF6.1,KLF6.2,PAPSS1,CTGF,SEC23IP.1,SEC23IP.2,IRS2,IRS2.1,PIM1,GADD45B.1,GADD45B.2,PI4K2A,PI4K2A.1,TM4SF1,TM4SF1.1,DUSP5,RIPK2,RIPK2.1,DCAF7,MCCC2.1,MCCC2.2,SLC35D1,SLC35D1.1,SLC35D1.2,SPP1.1,HR,IGFBP3,PAFAH1B2.1,ZFAND5,ANXA2.2,FN1.1,VEGFA,VEGFA.1,AKAP12.1,SAT1.1,TTC39A,CYR61.1,PLAUR,NDUFB7.1,VEGFA.2,VCAN.2,KLF6.3,FN1.2,BID.1,LSM5.2,PLAUR.1,DYNC1H1.1,SMARCE1,SMARCE1.1,PXDN,PXDN.1,IGFBP3.1,VEGFA.3,CD59.3,FN1.3,CEBPB,STX7.1,STX7.2,SPARC.1,R3HCC1,APOE.2,PAM.1,PRKAR2A.2,CTSB.2,CTSB.3,ANXA2.3,GADD45B.3,NADK.3,NADK.4,DCBLD2,BGN.2,SAT1.2,TNFRSF21,PAM.2,FN1.4,FN1.5,PLAUR.2,TM4SF1.2,TM4SF1.3,PI4K2A.2,NADK.5,DUSP10,TTC39A.1,VCAN.3,DNAJC11.1,SEC23IP.3,FN1.6,LDLR.2,TTC39A.2,LDLR.3,LDLR.4,ZFAND5.1,ZFAND5.2,RAB31,RAB31.1,RAB31.2,NDUFA4,UBE2H,PHLDA1,PHLDA1.1,PHLDA1.2,PHLDA1.3,PHLDA1.4,HIF1AN,APIP,TNFRSF21.1,NOTCH1,MTPAP,MORC4,TMBIM4.1,GEMIN6,HR.1,BNIP3L,BNIP3L.1,DUSP10.1,ARHGEF10L.1,COL5A2,COL5A2.1,VCAN.4,DCAF7.1,DCAF7.2,ABHD2.1,UBE2H.1,KDSR.2,UBE2H.2,UBE2H.3,UBE2H.4,MTPAP.1,TMBIM4.2,PRDX5.1,C19orf43,SFRP2,SFRP2.1,ZC3HC1,CXCL16,TCHP,TCHP.1,NOTCH1.1,TMBIM4.3,C4orf3,C4orf3.1,C4orf3.2,KLF6.4,ERRFI1,DCAF7.3,DCAF7.4,PAFAH1B2.2,TRIM25.1,DCBLD2.1,PRKAR2A.3,CCDC6.1,PRKAR2A.4,ABHD2.2,DYNLL2,FAM173B,FAM173B.1,PHLDA1.5,EARS2.2,NAPEPLD,UBE2H.5,HIF1AN.1,UBE2H.6,CISD3,KLHL8.1,RBM15B.1,BID.2,EARS2.3,AKAP12.2,AKAP12.3,C10orf99,C10orf99.1,UBE2H.7,CTSB.4,ZFAND5.3,ABHD2.3,CD59.4,ALG14.1,DYNC1H1.2,DYNLL2.1,DYNC1H1.3,STX7.3,ZFAND5.4,SMARCE1.2,MTPAP.2,KDSR.3,GEMIN6.1,C19orf43.1,CISD3.1,AKAP12.4,NNMT,APIP.1,ANXA1.1,NAPEPLD.1,DCAF7.5,MTPAP.3,SMARCE1.3,DCAF7.6,DYNC1H1.4,TM4SF1.4,DYNLL2.2,NAPEPLD.2,DCBLD2.2,TPBG.1,DYNC1H1.5,HR.2,NAPEPLD.3,NAPEPLD.4,KLHL8.2,P4HA1.1,DYNC1H1.6,R3HCC1.1,MAFF.1,HIF1AN.2,ABHD2.4,ABHD2.5,survival
GSM437093,9.23412026,6.022981936,10.85956581,8.862150621,4.767732153,6.623769235,11.24254439,5.448864904,9.701718554,6.100181021,6.511012536,5.995818341,5.783811682,4.863325608,13.11693305,4.726091939,6.21538095,7.823658756,4.343727596,5.060273164,4.189574217,4.534187404,4.728412551,4.906960584,5.161051046,11.93640694,10.50976515,11.88793572,8.747625377,11.22996362,12.30976502,6.085341592,11.00870481,10.94580332,10.75081005,10.5962694,10.14711772,10.95690789,8.171946267,11.04661109,9.615926603,9.289490678,8.199568281,10.27134096,12.25826038,9.093477426,12.47590041,11.87529777,10.09359709,9.729522921,7.000543987,7.701964686,10.04644954,9.601088247,10.75858045,10.23855422,9.320505137,9.398157341,8.993879678,9.509512893,8.459644539,6.610785269,9.277071107,8.210018985,10.19485035,8.469777893,8.936207423,11.02221583,11.08115129,8.48530263,10.33201726,9.935247448,9.165138408,12.06136569,7.419719752,9.701555704,8.271263355,7.533291979,9.043741295,8.878392439,7.510826983,9.537844562,8.512790858,9.493201614,11.28424436,8.664597232,9.276934628,8.323408116,9.756065192,7.699958268,8.278391861,8.565734213,8.426575565,10.63716895,8.489062268,8.947662642,8.575248768,10.56993467,10.65965387,9.510053914,7.54357362,9.40393998,9.530184547,9.637797711,10.57060972,10.41977029,10.28027376,8.522249559,8.279100831,10.12463602,11.49654843,9.836574911,8.604463059,8.048579797,8.461984832,7.560467099,11.17860447,10.15251396,9.296770066,7.651583608,9.015433415,8.238598833,9.905506599,7.976077343,9.398305775,8.783853147,6.89715075,10.22620751,7.359956836,10.85234989,7.391007982,11.77498107,12.46593123,11.64853805,10.56963589,8.444277627,8.806339678,11.89696149,8.55682943,9.537398656,9.739975113,6.001940724,8.663555784,9.088750775,8.0325029,11.76557832,8.775048533,11.21679241,9.072384988,10.59748017,9.53400026,9.706915614,9.116287747,8.982815908,9.971302156,9.367805402,9.608654963,11.09111933,11.6276179,9.604315031,8.969965712,10.54300129,7.554979847,9.937696944,10.06197786,10.15568959,9.315826233,11.06567607,12.33970034,7.643178125,8.570564214,7.197871649,7.239482524,9.143782664,10.60319042,9.972250523,9.713731531,7.46829258,5.031160321,7.728425799,5.237501566,9.714810319,6.134505491,7.344150711,7.070398123,6.649813492,9.571889158,9.46637839,8.777314054,11.61862545,7.599752019,6.722092605,4.605357923,8.786117306,5.093089196,10.74916033,9.848974599,9.157537121,10.07899144,11.39979604,9.582347208,9.020019981,7.201013371,8.988392838,6.859928172,7.87322722,7.596658777,11.27617548,11.27292487,8.707189401,7.782438529,7.9538856,10.42311508,8.892519453,7.437396796,8.994798377,9.787472768,8.095845768,9.349522889,10.85178202,9.63126725,11.20793382,9.367895478,8.740870903,7.507588432,8.940228076,3.823091356,7.920447953,9.903039782,9.437110505,9.406876132,11.71977666,12.37930016,11.23681932,8.635282218,10.11750545,8.489785714,10.45494344,9.28968916,6.242658499,7.360959831,11.38794982,9.492312875,10.4255859,10.27164346,10.97568159,9.961710547,8.073482635,9.905685909,10.71545484,9.950610588,8.558210821,11.10447142,10.69828185,10.87115299,10.32878441,9.696993157,4.729131535,7.961291838,8.929244816,7.798235368,8.119588937,4.710801237,7.931011405,6.026625265,8.958815463,8.648018252,8.911432307,9.036346381,8.427330145,5.423142708,7.610604932,11.84996831,11.23758678,6.069633001,10.00575483,6.425590988,8.225072746,6.752049931,6.627047425,4.798724811,7.77145518,7.983398302,7.054108137,7.198274112,7.871945781,8.110506434,7.250551422,7.469211352,6.84670129,7.118517779,5.325128105,6.822544181,3.841549372,5.762118193,7.009458206,7.153089798,8.180903388,6.300297428,6.543832555,5.829420328,5.142003011,6.984071796,7.348474523,5.960919305,6.454425307,5.659855069,8.803035072,6.292169813,6.801566728,8.648018252,4.411682539,6.820814439,8.590640986,9.489689217,7.57236693,9.553317695,8.132315327,1
GSM437094,9.133289356,4.320821041,10.43545586,8.354927306,4.799793256,6.804202333,9.659189875,4.795029462,11.63039846,6.05291543,6.12337928,5.761475502,5.72171728,4.526602144,12.01991327,4.637999977,6.168999092,8.105779828,4.396330156,5.088075478,4.099789008,4.55673713,4.684070432,4.96701247,5.064094895,12.28815379,10.69438405,11.46469556,9.094432789,10.60172298,11.6703442,6.094680392,11.33464083,10.96836999,10.59422448,10.33965326,9.623228866,8.846128189,8.214333931,10.73993872,9.644700229,8.103150005,7.952376212,9.009178976,11.85189934,8.726429245,12.66385172,11.53667867,10.82776307,11.64302389,7.834137392,7.08929066,9.348018693,8.854095523,9.554049106,10.29632129,8.994216848,9.499029396,9.584234922,9.658276563,8.393919561,6.915102568,8.938955337,8.275489696,10.43105999,8.013709199,8.673840143,11.34994516,10.9542909,8.381282624,8.38728605,8.106227121,7.032440665,12.30545669,7.766552832,8.597913871,10.19020396,9.120908697,8.882545933,8.599858483,7.252181157,9.198272428,8.338595606,8.630842098,10.15043055,8.758413231,9.389852978,8.602494639,8.960128498,7.452060905,8.320829539,8.127820948,8.817010714,10.3506026,8.433811073,9.231453444,8.228935831,10.10739283,9.925286217,9.136818747,7.633332533,9.660219406,9.709881303,8.402143388,9.199385199,9.913922277,8.897813832,9.363267567,8.97131779,8.977985216,10.70598358,8.67942711,8.529503513,7.900477983,8.367305554,7.708208677,10.89703022,9.974998333,7.860005057,7.856856409,8.923690818,8.236376121,9.77207281,7.755065359,9.527941817,9.262600852,7.297041665,9.244234644,7.648209871,9.782831196,7.558995374,10.90919824,12.69003194,11.49821154,10.50844399,8.208997348,8.331862388,12.36348992,9.687662818,8.489776689,9.087732536,6.168256658,8.495722626,8.274712958,7.557243103,11.83019791,8.751771473,10.7926116,8.728775467,10.22900906,10.08268999,9.528325992,9.221033932,8.938636878,9.11922648,9.471088467,9.067448538,10.72012529,11.22424352,9.728928511,8.946387974,10.31685291,7.490903613,9.550273071,10.13075837,9.667615772,8.166822748,10.02528928,12.53667987,7.560950416,8.653715472,7.119543274,7.260143032,7.982631481,11.57777932,9.11471877,9.713693505,7.327881844,5.229953887,7.697972579,5.0312304,9.621284375,6.412554756,7.694260332,7.173585323,6.642641093,8.876951554,9.349540418,9.610458415,11.43378055,7.631897089,6.801008412,4.832615412,8.114808967,5.249736279,10.32711119,8.283220068,7.975093683,8.909949874,12.10623134,9.869742728,9.434330631,8.013728496,9.403966055,7.91721149,7.860652444,7.76435768,10.06250732,10.42699124,7.853384177,7.944196441,9.123595391,10.38251943,8.681130313,7.585400226,8.980023454,9.507688418,8.069201025,9.366620171,10.17731875,8.930265161,10.01537946,9.653553214,9.170604804,7.199830264,9.351885371,3.897714352,7.954122212,10.0556014,9.345787552,9.600890509,11.7142893,11.31058808,10.87010519,6.476823621,6.943250282,8.393919561,9.349849123,9.085970156,6.322477656,7.531745114,11.36738404,9.987547093,10.34832446,10.26599982,9.459048922,8.509541773,8.356999798,10.43898185,10.03604085,9.458406706,8.390629521,10.62584306,10.47140382,10.32485099,9.783578898,9.795377969,4.690560366,8.429183368,9.497282121,7.730942772,8.772178454,5.105465751,8.305261516,6.208150937,8.914261402,8.782438699,8.88732186,8.679700843,8.580870004,5.248325377,7.655363149,10.86130039,9.922397502,6.403646519,8.716219579,6.493764726,8.010540564,6.372015268,6.803896104,5.172528216,7.826495769,8.113196207,6.98940826,7.230449173,8.133576097,8.403447894,6.958652946,7.496704386,6.821097684,7.105246824,5.17691544,6.868625103,3.8399728,5.750803548,6.757722409,7.004591419,8.345849249,6.814666603,6.757448692,5.871071526,5.123052429,7.833113533,7.66675892,6.024753153,6.082842004,5.70919673,9.164297949,6.637047114,7.098696376,9.059297282,4.542710197,6.73859363,8.511901811,8.714229887,7.32436639,8.779716152,7.863781944,1
GSM437095,8.017398371,4.22682338,10.89319852,8.252051794,4.835490582,6.943641828,10.27153913,5.00795263,10.27251377,6.185906134,7.221562407,6.501975864,6.14997274,5.12155097,12.59660131,4.962149112,6.228169098,7.945858338,4.295932654,5.330672907,4.12165002,4.385421571,5.244985519,4.896199516,5.679689465,11.58443807,10.43167167,11.6083526,8.697326313,10.67885099,11.75058662,5.852284645,10.7828814,10.83351205,10.67702685,10.41255201,8.617629809,7.45094412,9.578475041,11.66555767,9.113698243,8.43348076,7.449640953,9.972859184,11.53482884,8.527072411,12.51258404,11.29683272,10.75753498,10.26150577,8.586666398,7.808212729,10.09352974,8.441795673,10.12609138,10.77670707,9.461062056,9.614586534,9.245015177,9.611625184,8.223838801,6.626181013,8.813405993,7.969465994,11.73268266,7.812716153,8.441423035,10.26538547,10.91679007,8.164453799,8.215055359,7.760129129,6.677149878,12.18131248,7.225434962,9.568760089,11.06704787,10.1618915,7.83668286,7.634176554,7.308307262,8.503776349,9.021774978,8.775630969,10.35382781,8.756541178,9.492721511,7.424695974,9.937592519,7.497527571,7.94093237,7.672859185,9.614241578,10.75855821,8.292118805,9.515793745,8.18731513,9.905075459,10.10811582,9.030075857,7.09003033,8.931232458,9.213336894,8.667354347,9.636559514,9.742271891,8.875641811,8.505269716,8.356737054,9.082740687,10.66431062,8.460069683,8.387414729,7.735657712,7.710426673,7.556376134,10.66953134,9.249412061,8.037525882,7.780955592,8.750305582,8.011406289,10.02273322,7.69241057,9.67802378,9.078448397,6.922132889,6.588619401,7.60549224,9.935263894,7.310069607,10.95887165,12.51874525,13.18907161,11.22833938,8.765163885,7.696583715,12.05303249,8.562559971,9.213518039,8.801414391,5.759090479,9.490314892,7.945326113,7.702267251,13.26903702,9.338985616,10.73194089,8.543763014,10.29474242,10.62395215,9.639992775,9.343857172,9.086112158,9.235700387,9.756072055,9.450204648,12.61671327,11.8022613,9.085544976,8.639820592,9.654873474,7.4417849,9.071699596,10.52930614,10.0237502,8.660833943,10.84123817,12.24765759,7.404327756,8.345866991,6.957240525,7.606217375,8.307365752,10.93908039,8.379152103,10.12816513,8.104693676,6.378198875,7.367693371,5.422050972,9.084135208,5.771094587,7.144471026,7.69296027,6.435320757,8.577594276,9.264425345,8.536127445,13.24767305,7.580639744,6.325646738,4.589138644,7.77901874,6.032024535,10.13211357,8.367263361,7.917640147,8.596248974,11.99800578,9.952606089,8.995209359,7.147144959,9.308017569,6.92536975,7.964430814,7.546023882,11.01833305,9.908846278,9.023103637,7.533686765,8.746400809,10.65716259,8.840786306,7.32905727,8.635059426,9.513579298,8.574700646,9.234494347,10.52669386,9.32976035,10.24357883,9.551912891,8.984699048,6.700197084,8.979987045,3.827482083,7.597688727,10.25169539,9.678672298,9.030502048,11.51093261,11.84232652,10.76506436,6.549047393,6.941160511,8.4193379,8.419071531,8.987873652,5.975507981,7.16073151,11.24943223,9.176759315,9.654570193,9.676114263,10.10970207,9.12622966,8.53299351,10.51858786,10.12851992,9.279679999,8.892366298,10.93912029,9.763263439,10.71562033,9.41832932,10.14211473,4.887322206,7.920595178,8.749063244,7.588487751,9.139772153,4.929481911,7.399669498,5.839511444,8.921529512,8.738545048,8.465693858,9.218742275,8.94743097,4.806727894,7.503390779,11.48359669,10.73345514,6.094179251,9.822926743,6.530939185,7.638011601,5.908117849,6.75502168,5.033588972,7.511426988,8.305661922,7.16042589,7.136362968,7.398566653,7.54677052,8.076486029,7.509951703,7.105321029,6.940235644,4.94308746,6.605479458,3.924621786,5.669790399,8.03843057,7.129200622,8.106786591,6.613994318,7.111214084,5.771311161,5.151017343,7.085560815,8.528187138,5.714408625,6.342141768,5.712288558,9.457963826,6.637622683,7.414422167,8.750087435,4.365920102,6.809527707,8.552618655,8.806938664,7.073702691,8.370409336,7.092906516,0
GSM437096,9.02758266,4.5782908,10.72440528,8.895464533,4.836355288,6.339513498,10.6929185,5.160450277,12.50228829,6.133555736,6.207974521,6.110977264,5.701211944,4.744648176,11.22384079,4.514854353,6.369876413,7.78793263,4.336555038,5.222273765,4.327931534,4.312143545,4.629074374,5.051713248,5.260951478,12.22092141,11.15876094,12.04892605,9.250106878,11.17161642,12.23807939,5.986102938,11.07123971,11.52384207,11.1252055,10.99239582,10.36753399,9.851046168,9.386805011,11.45925388,9.721874853,8.949312348,8.33947961,10.29100518,12.06885966,9.852607694,13.43669343,11.55509996,12.25112777,12.45911048,7.869660762,8.178259204,10.08486673,10.26795703,11.30699929,10.68539527,8.836523817,10.17179402,10.31371432,10.63236732,9.277868063,7.764608394,9.196736088,9.223069798,10.74649654,8.443481598,8.810221016,11.23448495,11.59461524,8.963029017,9.811488498,8.802838714,7.696559453,12.24398673,8.137839234,10.02985751,8.958366866,8.274898696,8.897233283,8.193137645,8.565219961,9.796685973,9.175305201,8.780039078,10.66837835,10.35331465,10.80215836,9.195996624,9.875179278,8.148569708,8.522832214,9.053927024,9.174550923,10.54929361,8.47860381,9.362067787,7.896087,11.29588714,11.19665213,10.34907024,7.950478553,9.606686169,9.88117567,9.405890092,10.00688528,9.975112688,10.38494861,9.152795404,8.583414211,10.34859749,11.78618067,9.153204404,8.119749307,7.806814434,7.977910131,7.745573866,11.87285938,11.16797459,8.520286259,7.318699794,8.954830552,8.584010834,10.30750347,8.668060879,10.24603786,9.950971124,8.269928191,8.598067543,7.970478809,10.28180394,7.055604352,11.54824637,13.47686148,11.8512191,11.21556011,9.229763052,9.163247193,12.29479505,9.801425351,9.784335336,10.58727973,5.927275617,9.666556439,8.933162728,7.490058719,11.88355659,9.452470102,11.06793034,9.996416124,10.75400957,10.49838983,9.958590964,9.502541638,9.268569983,9.574728146,9.983189726,9.405287209,11.10192016,11.92094689,10.06405199,9.655326376,10.42590577,8.117828472,9.380473298,10.39388385,10.15530005,9.311389436,10.52825778,13.34479077,7.318706913,8.82432339,7.243622708,7.410727931,8.767118593,11.29496463,10.67946538,9.805697332,7.932306992,4.692175595,8.724821799,5.72882185,10.6805983,5.938715288,7.99557999,8.364452923,6.585576354,9.380372263,9.719418947,9.681530815,11.82227278,7.665935614,6.793021744,4.563819055,9.495857951,4.81865286,11.15627168,9.095335137,8.758216395,9.644962291,12.21763496,10.1155098,9.913763283,8.669274917,9.435021795,8.605874839,8.393828323,7.695446868,9.904868721,11.72349283,8.794750433,8.641975713,8.546117959,11.24070125,8.644307478,7.917722125,10.45772759,10.88569493,9.379343727,9.538196328,10.95149137,9.851646129,10.65506938,9.757049183,9.429648453,8.382117744,9.864341566,3.941815427,8.096577916,10.7485393,9.615591164,10.18107549,12.32474912,10.40441062,11.25788355,8.084059772,9.128755225,8.470671029,10.6715849,9.304174152,6.817035206,7.406640823,11.93060073,9.870493481,10.49266363,10.50914714,10.37558071,9.586361058,8.633592053,10.61775286,10.57509232,9.637628942,8.715545638,11.00138132,10.73991418,10.77397973,10.36999545,9.684458604,5.017442434,9.003091949,10.19142119,7.990173036,9.030839318,4.745294402,8.029309526,5.826020747,9.031923654,8.831924983,8.690568984,9.577854689,8.663295415,5.375385472,7.74402942,8.960051065,8.351877568,6.054974018,9.919619052,6.297855739,9.199847266,6.67321728,6.329100403,4.925548926,7.676443178,8.642434205,6.623726146,7.070597024,7.429136817,9.043209372,7.23171863,7.545759526,6.873753637,7.055983112,5.037973352,6.465893444,3.793853506,5.442293812,6.831671093,7.004009245,8.897524262,7.088321228,6.485651469,5.741286008,5.091620528,7.229083262,8.007734562,6.285396058,6.635570801,5.98282657,9.253342941,7.100537938,7.46549027,8.756030103,4.3120148,6.95659609,8.944940762,9.907441753,7.404226345,10.01644929,9.283424769,1
GSM437097,9.086541517,5.823186037,10.65298227,8.846682095,4.659242887,6.457030463,10.9606195,4.961056517,11.30862678,6.069422658,6.286975004,7.362034233,5.720967303,4.644008039,12.63901754,4.724927559,6.135002794,8.248360826,4.237645091,5.155387767,4.095128574,4.977337191,4.560978657,5.136214706,5.19569274,12.35254999,10.86770032,12.06059262,9.149853531,11.79057319,12.71695343,6.220347804,11.66112997,10.84324201,10.65542363,10.60936915,9.373534589,10.60761604,8.344180184,10.78812187,9.721196477,8.883947329,7.94978253,9.788584881,12.18923705,9.324550379,12.98135534,11.36161394,11.54529358,11.29780134,7.590490781,7.768438036,9.576992302,8.914195914,9.974668731,10.90738454,10.1588183,10.00920428,9.994679378,10.30892066,8.268189678,6.671890377,9.488737703,8.300866169,10.86629397,7.830384246,8.193045566,11.14779226,11.63869987,9.513001538,9.890505838,9.588641425,8.786200072,12.59160971,8.040414297,9.051934283,8.267726743,7.658035591,9.321358662,9.085937693,6.783089589,9.567764335,9.025139881,9.059051113,10.7580975,9.871427371,10.56792205,9.795571734,9.26614218,7.47739978,8.661871331,9.608122606,8.864710967,10.53916903,8.317505749,10.51428179,7.877434354,11.0354498,11.03410581,10.12666689,7.519804961,9.738271735,9.319040054,9.42518274,10.35291535,11.19794692,10.01353831,9.087039946,8.406998828,10.29764629,11.96850292,9.449701837,8.143604914,7.852101948,8.650820409,7.839923185,10.39422138,9.549676079,10.0532852,7.607862304,9.437442108,8.372407063,10.56976589,8.955370272,9.88755972,9.130891193,7.55351913,10.98757813,7.324163565,10.65389932,8.020116533,11.53783224,12.98908527,12.03653064,11.17521078,9.026834493,8.418769778,12.69726985,8.747944079,9.163425164,10.18283132,5.758617465,9.435970579,8.834058379,7.636613199,12.1982044,9.306992423,10.62430289,9.512938382,10.83828805,10.29932061,9.967383182,9.248438719,8.803079723,10.03945216,9.809139683,9.325104423,11.57581453,11.46786431,10.0986223,9.359129205,10.61577864,8.028224865,9.630118229,10.75947061,9.818179893,10.01392348,11.28839453,12.8309683,7.31338006,8.53891829,7.042091224,6.850876275,8.689876888,12.02303731,10.29752051,10.12689892,7.632215397,5.106079296,8.411420037,4.876599012,9.005828537,6.39268296,7.495570766,7.469132106,6.315135808,9.441920398,9.482871105,9.549882675,12.0242487,7.336279534,6.534411625,4.444517791,8.109774787,5.063498062,11.12750543,9.667311871,9.265395959,10.19945932,11.45145073,9.978542345,9.754177889,8.330302875,9.144134221,8.214851627,8.123596707,8.06095582,9.497385332,11.37169087,8.443291599,8.609230584,9.459102146,10.50919644,9.181874472,7.305176746,10.50910263,10.97815358,8.386762366,9.402311216,11.12496151,10.12575782,10.42607403,10.00758334,9.559008906,8.292804413,9.675442669,3.890068641,7.686128651,10.56072641,9.552388607,9.928176405,12.00927082,11.80064505,11.14431988,7.899663686,9.235948604,8.467182466,10.88135236,9.167419361,6.497339094,7.385335872,11.68817238,10.65843594,10.57299926,10.62085642,10.70875483,10.67947184,8.718489927,10.75859321,10.8389269,9.363491843,6.82046669,10.46401346,11.43500233,10.4223866,10.56245223,9.924927866,4.536146751,8.562901785,9.730297499,7.897116137,9.020114022,5.280479356,8.24263801,6.242976757,9.20573109,9.820635065,7.837479227,9.266667076,8.570824986,5.276858375,7.353499273,10.41605425,9.529533105,5.930488105,10.76393923,6.4227888,9.613395922,6.303731273,6.756029635,4.999376675,8.000121634,8.783365502,6.812413404,7.182042822,7.730842469,8.453023287,8.571139898,7.526644215,6.865356495,7.282831787,5.241318074,6.503690911,3.833854068,5.474572938,7.145920361,7.05427079,8.72396972,7.897090691,6.450462099,5.644192023,4.904774908,7.374751595,8.341935203,5.671922106,6.507374723,5.804322375,8.34992013,7.003938916,7.542088946,9.839614731,4.20192118,6.939318841,8.835946335,10.23117102,7.823126323,10.11674945,9.452430849,1
GSM437098,8.769770282,6.67871257,10.3772316,8.549278098,4.759101455,6.615159642,10.48808975,5.375713141,10.03710152,6.238367978,6.927459727,6.414833893,5.886956861,4.648459132,11.73932274,4.804137002,5.977952126,7.756576695,4.25667122,5.00490085,4.236940979,4.552892462,5.058007738,5.053275324,5.250123832,11.97528063,10.57957189,12.63144458,9.109590443,11.4580004,12.4635794,5.928920389,11.137246,11.20995898,11.02127488,10.98769092,11.01202477,11.41957309,8.198684264,10.70624116,10.39645377,9.701173031,8.540116436,10.20433926,12.38164337,9.598753258,13.00471693,11.69915915,10.2295107,10.03518772,8.164846689,8.613617118,10.78201864,9.293565508,10.31645386,10.68499663,9.374928235,9.956210688,9.683163012,10.06297434,8.698399282,6.941233427,9.143271011,8.181460397,10.09745274,8.14083996,8.516603462,10.65843505,11.34042652,8.367157041,11.36849288,10.12573414,9.67580497,12.53604175,7.66866684,9.654265501,9.981221606,9.112266764,8.357516568,8.179672089,6.694203367,8.946477193,8.480855851,10.08932154,11.81177441,8.938145272,9.672051075,8.057134774,9.582680002,7.497527571,8.142165415,8.247638129,9.161370979,10.29088513,8.298079829,10.03489754,8.427446952,10.3237223,10.43113402,9.29181761,7.422727902,9.3372766,9.427302927,9.141033711,10.00228171,10.22323183,10.15901477,9.093353673,8.608285309,9.370928183,11.02687312,9.380043425,8.484505117,7.985925223,8.638443197,7.835018441,11.64086726,10.80505996,8.492117642,8.00508428,9.549251074,8.279565693,9.680767868,7.626437728,9.349424051,8.733715121,6.857194885,9.511432545,7.452595354,11.70025184,7.447042804,11.58332153,13.02004795,13.19812929,10.75774397,8.489775694,9.717151438,12.47555558,7.977630453,9.581666843,9.878812888,6.064888301,8.950397137,9.762454087,7.775983859,13.19691516,9.032552448,11.02513007,9.162059863,10.87437559,10.52466192,9.925818765,9.712843257,9.312661883,10.8275846,9.48828884,9.486374462,12.69882088,11.53306031,9.775496824,9.492367161,11.32575207,7.639062276,9.977650198,10.44642013,9.691127445,9.506142429,11.3250406,12.8841866,7.435719915,8.430378511,7.045899649,7.779512869,9.529074296,11.68277871,9.595522678,9.909923661,8.450372406,5.800948263,7.969984794,5.394303782,10.50639352,6.326558978,7.477880224,7.912734045,6.452972405,10.53681893,9.252580758,9.208007203,13.23464667,7.640316213,6.485265616,4.615988015,8.547727015,5.440776727,10.90949126,10.31442486,9.81547209,10.59630413,11.49288012,9.920684763,9.65031842,8.228507721,9.124521053,7.943624852,8.165070807,7.627210021,9.860522617,10.94311973,8.89435056,8.024133399,8.439205103,10.66813881,8.739363216,7.319945744,9.418967437,10.02283857,9.021684059,9.054162556,11.79793067,10.80098292,11.70039615,9.723617352,9.284430452,7.374363477,9.235515749,3.831551131,7.678597331,10.49640386,9.646084332,9.40396405,11.17974178,10.86007187,10.93665899,10.22686391,11.68264543,8.335848397,9.454901886,8.87111751,5.956211167,7.259305948,10.78713801,10.00403931,10.31638663,10.26222977,10.40566127,9.544937274,8.475029206,10.34403538,10.78714266,9.732624045,9.953926437,10.45082697,10.18770668,10.19715152,9.635865432,10.1283391,4.95439993,8.460728956,9.462478582,7.541481607,8.403766415,5.035671945,8.033360915,6.102739054,8.966566369,8.908530666,8.366114051,8.88893669,8.559977497,6.237853449,8.377411245,10.25846493,9.440862233,6.01982413,10.4331336,6.457010143,8.217638604,6.514302172,6.645516217,4.90865899,7.911181899,8.678415505,7.172602999,7.169088262,7.755419343,8.035854846,7.777066186,7.459678543,6.905806467,7.165017903,5.362245756,6.842612617,3.939159427,5.747284366,7.648150309,7.079428629,8.216797605,6.521404252,6.879467098,5.75881537,5.085700895,7.464777594,8.027820628,5.738192147,6.533866901,5.824706431,8.695202871,6.412107965,7.048668566,8.757598385,4.449409423,6.976957965,8.708109677,9.241547174,7.379321218,9.161417182,7.81243126,0
